sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
810,08f44daac96d883203367a8327d19596,9101,em474WuTw7-OkhPfX4EohA,0.28280000000000005,tie,0.2,0.2,u-haul neighborhood dealer,u-haul neighborhood dealer,ihop,tie,0.0,0.0,"['truck_rentals', 'automotive']","['truck_rentals', 'automotive']","['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",non_base,0.40700000000000003,0.391,"{'address': '2881 n cannon blvd', 'city': 'kannapolis', 'state': 'NC', 'postal_code': '28083'}","{'address': '2881 n cannon blvd ste c', 'city': 'kannapolis', 'state': 'NC', 'postal_code': '28083'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
811,08f44f057627447503bcfd4bff8c6559,2594,ZuM1vcZ_ObCjCCGweYzItg,0.48160000000000003,tie,0.52,0.52,greenhaw joseph c md,greenhaw joseph c md,green locus,tie,0.0,0.0,"['obstetrician_and_gynecologist', 'doctor', 'health_and_medical']","['obstetrician_and_gynecologist', 'doctor', 'health_and_medical']","['gyms', 'fitness_&_instruction', 'active_life', 'yoga', 'pilates', 'barre_classes']",tie,0.42400000000000004,0.42400000000000004,"{'address': '14546 old st augustine rd ste 311', 'city': 'jacksonville', 'state': 'FL', 'postal_code': '32258'}","{'address': '14546 old st augustine rd ste 311', 'city': 'jacksonville', 'state': 'FL', 'postal_code': '32258'}","{'address': '11961 sheldon rd', 'city': 'tampa', 'state': 'FL', 'postal_code': '33626'}"
812,1125899909241385,8962,bY65w9Ha11LpLFB5iup9pA,0.4888,tie,0.53,0.53,minutekey,minutekey,mindub,tie,0.0,0.0,['key_and_locksmith'],['key_and_locksmith'],"['session_photography', 'djs', 'photographers', 'event_planning_&_services', 'event_photography', 'local_flavor']",tie,0.42700000000000005,0.42700000000000005,"{'address': '671 vann dr', 'city': 'jackson', 'state': 'TN', 'postal_code': '38305'}","{'address': '671 vann dr', 'city': 'jackson', 'state': 'TN', 'postal_code': '38305'}","{'address': '604 gallatin ave, ste 214', 'city': 'nashville', 'state': 'TN', 'postal_code': '37206'}"
813,08f2656314813ce903d48de7e6fa2327,13655,hwrFnVzxb-hn7TiTlkZJHg,0.562,tie,0.56,0.56,west side supply and rental,west side supply and rental,randall's wines & spirits,tie,0.0,0.0,"['roofing', 'building_supply_store', 'home_improvement_store']","['building_supply_store', 'truck_dealer', 'machine_and_tool_rentals', 'commercial_real_estate', 'automotive', 'retail']","['beer', 'wine_&_spirits', 'food']",tie,0.5650000000000001,0.5650000000000001,"{'address': '209 james rollo dr', 'city': 'grain valley', 'state': 'MO', 'postal_code': '64029'}","{'address': '209 james rollo dr', 'city': 'grain valley', 'state': 'MO', 'postal_code': '64029'}","{'address': '14201 manchester rd', 'city': 'saint louis', 'state': 'MO', 'postal_code': '63011'}"
814,08f48d8862a84b1e035651f31eaf5eca,981,g7GCbnZC_HKO0ybNt7NXBw,0.42000000000000004,tie,0.44,0.44,bitcoin depot bitcoin atm,bitcoin depot - bitcoin atm,popeyes louisiana kitchen,tie,0.0,0.0,['atms'],['atms'],"['chicken_wings', 'fast_food', 'restaurants']",tie,0.39,0.39,"{'address': '3808 montgomery blvd ne', 'city': 'albuquerque', 'state': 'NM', 'postal_code': '87109'}","{'address': '3808 montgomery blvd ne', 'city': 'albuquerque', 'state': 'NM', 'postal_code': '87109'}","{'address': '443 opry mills dr', 'city': 'nashville', 'state': 'TN', 'postal_code': '37214'}"
815,08f44d86abca4440035e9ac8397351e1,9101,em474WuTw7-OkhPfX4EohA,0.29480000000000006,tie,0.16,0.16,sam's xpress car wash,sam's xpress car wash,ihop,tie,0.0,0.0,"['car_wash', 'auto_detailing', 'automotive']","['car_wash', 'automotive']","['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",base,0.45,0.49700000000000005,"{'address': '7169 highway 73', 'city': 'denver', 'state': 'NC', 'postal_code': '28037'}","{'address': '7169 n nc hwy 73', 'city': 'lowesville', 'state': 'NC', 'postal_code': '28037'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
816,08f2830812d74431032d8a1ab0e1093f,1695,HdWXWU6CZueBZsf1oKNBcQ,0.6272,non_base,0.76,0.53,at&t store,at&t,adult store,tie,0.0,0.0,"['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['bookstores', 'books', 'mags', 'music_&_video', 'party_supplies', 'event_planning_&_services', 'adult', 'arcades', 'fashion', 'adult_entertainment', 'nightlife', 'arts_&_entertainment', 'personal_shopping', 'shopping', 'lingerie', 'education', 'active_life', 'adult_education']",tie,0.428,0.428,"{'address': '3333 lakeshore ave', 'city': 'oakland', 'state': 'CA', 'postal_code': '94610'}","{'address': '3333 lakeshore ave', 'city': 'oakland', 'state': 'CA', 'postal_code': '94610'}","{'address': '405 state st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
817,1125899911253992,4291,xruWHK8Z5N0JWyQubLHjgA,0.6024,tie,0.54,0.54,rita's italian ice & frozen custard,rita's italian ice & frozen custard,potito's italian american pastries,tie,0.0,0.0,"['desserts', 'ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']","['desserts', 'ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']","['food', 'restaurants', 'bakeries']",tie,0.696,0.696,"{'address': '499 domino ln', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19128'}","{'address': '499 domino ln', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19128'}","{'address': '1614 w ritner st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19145'}"
818,1125899912492481,10066,kcSgJiaI6rvwSt9okjX8sQ,0.5228,tie,0.52,0.52,lavinsky law,lavinsky law,sea landing,tie,0.0,0.0,"['divorce_and_family_law', 'general_litigation']","['divorce_and_family_law', 'general_litigation']","['event_planning_&_services', 'boating', 'rafting/kayaking', 'active_life', 'boat_charters']",non_base,0.527,0.487,"{'address': '12121 wilshire blvd', 'city': 'los angeles', 'state': 'CA', 'postal_code': '90025'}","{'address': '12121 wilshire blvd ste 501', 'city': 'los angeles', 'state': 'CA', 'postal_code': '90025'}","{'address': '301 w cabrillo blvd', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
819,1407374890262891,880,PkaxfjwdWKL02xkK2UGxNw,0.43720000000000003,tie,0.53,0.53,american family care grove,american family care grove,aicha african hair braiding,tie,0.0,0.0,"['doctor', 'emergency_room', 'urgent_care_clinic', 'health_and_medical']","['doctor', 'emergency_room', 'urgent_care_clinic', 'health_and_medical']","['beauty_&_spas', 'hair_salons', 'cosmetics_&_beauty_supply', 'hair_stylists', 'hair_extensions', 'shopping']",tie,0.29800000000000004,0.29800000000000004,"{'address': '5569 grove blvd ste 121', 'city': 'hoover', 'state': 'AL', 'postal_code': '35226'}","{'address': '5569 grove blvd ste 121', 'city': 'hoover', 'state': 'AL', 'postal_code': '35226'}","{'address': '5707 n 5th st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19120'}"
820,1125899907047384,934,8P7YOM9ThhTvLqXfSWRcRA,0.4124,non_base,0.42,0.35,dr martin s kanovsky md facp,dr martin kanovsky md facc facp,noodles & company,tie,0.0,0.0,"['cardiologist', 'internal_medicine', 'doctor', 'health_and_medical']","['cardiologist', 'internal_medicine', 'doctor', 'health_and_medical']","['comfort_food', 'restaurants', 'italian', 'asian_fusion', 'food', 'american_(new)', 'noodles', 'pasta_shops', 'salad', 'fast_food', 'specialty_food']",tie,0.401,0.401,"{'address': '5530 wisconsin ave ste 700', 'city': 'chevy chase', 'state': 'MD', 'postal_code': '20815'}","{'address': '5530 wisconsin ave ste 700', 'city': 'chevy chase', 'state': 'MD', 'postal_code': '20815'}","{'address': '10925 olive blvd', 'city': 'creve coeur', 'state': 'MO', 'postal_code': '63141'}"
821,08f266d32dad0209037bbcd9f1ec9970,610,IbndcMURguByburM72o3SA,0.4368,tie,0.5,0.5,maple street biscuit company,maple street biscuit company,state street kitchen,tie,0.0,0.0,"['american_restaurant', 'breakfast_and_brunch_restaurant', 'restaurant']","['breakfast_and_brunch_restaurant', 'restaurant']","['korean', 'american_(traditional)', 'sandwiches', 'cheesesteaks', 'restaurants', 'coffee_&_tea', 'breakfast_&_brunch', 'food']",base,0.30600000000000005,0.3420000000000001,"{'address': '2270 nicholasville rd', 'city': 'lexington', 'state': 'KY', 'postal_code': '40503'}","{'address': '2270 nicholasville rd ste 120', 'city': 'lexington', 'state': 'KY', 'postal_code': '40503'}","{'address': '24 s state st', 'city': 'newtown', 'state': 'PA', 'postal_code': '18940'}"
822,1125899910673087,15512,kIoBDJzjnHjcp4ECoKKTeQ,0.5831999999999999,tie,0.72,0.72,shoprite of byram,shoprite of byram,shoprite of burlington,tie,0.0,0.0,['retail'],['retail'],"['food', 'grocery', 'bakeries', 'convenience_stores', 'fruits_&_veggies', 'beer', 'wine_&_spirits', 'restaurants', 'specialty_food', 'delis']",non_base,0.378,0.37,"{'address': '90-80 route 206', 'city': 'stanhope', 'state': 'NJ', 'postal_code': '07874'}","{'address': '90-80 route 206, n', 'city': 'stanhope', 'state': 'NJ', 'postal_code': '07874'}","{'address': '1817 mount holly rd', 'city': 'burlington', 'state': 'NJ', 'postal_code': '08016'}"
823,1407374888399907,555,bdfZdB2MTXlT6-RBjSIpQg,0.4884,tie,0.48,0.48,fiesta ford,fiesta ford,pho bistro,tie,0.0,0.0,"['used_car_dealer', 'automotive']","['used_car_dealer', 'automotive']","['food', 'restaurants', 'chinese', 'bubble_tea', 'vietnamese']",base,0.497,0.501,"{'address': '990 varner rd 78', 'city': 'indio', 'state': 'CA', 'postal_code': '92203'}","{'address': '78990 varner rd', 'city': 'indio', 'state': 'CA', 'postal_code': '92203'}","{'address': '903 embarcadero del norte', 'city': 'isla vista', 'state': 'CA', 'postal_code': '93117'}"
824,08f2a1345c68e8b3038979f9ceb4b9d6,13787,kvksmG9oCDRgB-Zo1b48gw,0.5876,tie,0.62,0.62,ricciardi brothers,ricciardi brothers,halal brothers,tie,0.0,0.0,"['home_improvement_store', 'hardware_store']","['paint_store', 'home_improvement_store', 'painting', 'retail']","['sandwiches', 'halal', 'restaurants', 'middle_eastern']",tie,0.539,0.539,"{'address': '701 w route 70', 'city': 'marlton', 'state': 'NJ', 'postal_code': '08053'}","{'address': '701 w route 70', 'city': 'marlton', 'state': 'NJ', 'postal_code': '08053'}","{'address': '503 hamilton ave', 'city': 'trenton', 'state': 'NJ', 'postal_code': '08609'}"
825,1407374883799450,9126,1H9WYGFJ4AFwXq7WCOOMtg,0.3224,tie,0.28,0.28,smashburger,smashburger,two elk restaurant,tie,0.0,0.0,"['burger_restaurant', 'restaurant']","['burger_restaurant', 'restaurant']","['buffets', 'restaurants']",non_base,0.386,0.35800000000000004,"{'address': '3707 bloomington st', 'city': 'colorado springs', 'state': 'CO', 'postal_code': '80922'}","{'address': '3707 bloomington st spc 1226', 'city': 'colorado springs', 'state': 'CO', 'postal_code': '80922'}","{'address': '12000 skyline dr', 'city': 'vail', 'state': 'CO', 'postal_code': '81657'}"
826,1125899909836843,333,b7YJrFZWZdI2C5-9nZvVdw,0.5016,tie,0.5,0.5,sunflower florist,sunflower florist,saltwater grill,tie,0.0,0.0,"['florist', 'floral_designer', 'retail']","['florist', 'floral_designer', 'retail']","['specialty_food', 'restaurants', 'food', 'seafood', 'seafood_markets']",tie,0.504,0.504,"{'address': '1908 colley ave', 'city': 'norfolk', 'state': 'VA', 'postal_code': '23517'}","{'address': '1908 colley ave', 'city': 'norfolk', 'state': 'VA', 'postal_code': '23517'}","{'address': '710 s carrollton ave', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70118'}"
827,08f298901d34a6ac033a02d493f36726,5486,2cDrt_Xac_j15fdBVPfTKg,0.6768000000000001,tie,0.48,0.48,five star premier residences of reno,five star premier residences of reno,manorcare health services-reno,tie,0.0,0.0,"['retirement_home', 'senior_citizen_services']","['assisted_living_facility', 'health_and_medical']","['physical_therapy', 'health_&_medical', 'retirement_homes', 'rehabilitation_center']",tie,0.9720000000000001,0.9720000000000001,"{'address': '3201 plumas st', 'city': 'reno', 'state': 'NV', 'postal_code': '89509'}","{'address': '3201 plumas st', 'city': 'reno', 'state': 'NV', 'postal_code': '89509'}","{'address': '3101 plumas st', 'city': 'reno', 'state': 'NV', 'postal_code': '89509'}"
830,08f2a94cecc829980380eaf9470deb85,122,VZzivJEbmHItOxNXJB3SpA,0.7136,tie,1.0,1.0,subway,subway,subway,tie,0.0,0.0,"['sandwich_shop', 'restaurant', 'fast_food_restaurant']","['fast_food_restaurant', 'sandwich_shop', 'restaurant']","['sandwiches', 'fast_food', 'restaurants']",tie,0.284,0.284,"{'address': '524 e wooster st', 'city': 'bowling green', 'state': 'OH', 'postal_code': '43402'}","{'address': '524 e wooster st', 'city': 'bowling green', 'state': 'OH', 'postal_code': '43402'}","{'address': '330 franklin rd, ste 900-d', 'city': 'brentwood', 'state': 'TN', 'postal_code': '37027'}"
833,08f44daae63321620307c94e98909312,9101,em474WuTw7-OkhPfX4EohA,0.27080000000000004,tie,0.14,0.14,promise insurance agency,promise insurance agency,ihop,tie,0.0,0.0,['auto_insurance'],['auto_insurance'],"['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",tie,0.467,0.467,"{'address': '481 concord pkwy n', 'city': 'concord', 'state': 'NC', 'postal_code': '28027'}","{'address': '481 concord pkwy n', 'city': 'concord', 'state': 'NC', 'postal_code': '28027'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
834,08f27594f32db1000333b7abb88b623c,48266,rHhhzUIx9Bi3prHnw5iq5g,0.5252,non_base,0.53,0.14,sherwin-williams,sherwin-williams paint store,american nails,tie,0.0,0.0,"['hardware_store', 'painting', 'shopping']","['paint_store', 'home_improvement_store', 'painting', 'retail']","['beauty_&_spas', 'nail_salons']",tie,0.518,0.518,"{'address': '4923 e state st', 'city': 'rockford', 'state': 'IL', 'postal_code': '61108'}","{'address': '4923 e state st', 'city': 'rockford', 'state': 'IL', 'postal_code': '61108'}","{'address': '937 n illinois rt 3', 'city': 'waterloo', 'state': 'IL', 'postal_code': '62298'}"
835,08f2aad90146a20403340d28cc54a800,5988,4CrNG2oRgT-NfOsd0vTiAA,0.5144,tie,0.52,0.52,atlantic exterminating,atlantic exterminating,associa mid-atlantic,tie,0.0,0.0,['pest_control_service'],['pest_control_service'],"['home_services', 'property_management', 'real_estate']",tie,0.506,0.506,"{'address': '162 winnepeg ave', 'city': 'egg harbor township', 'state': 'NJ', 'postal_code': '08234'}","{'address': '162 winnepeg ave', 'city': 'egg harbor township', 'state': 'NJ', 'postal_code': '08234'}","{'address': '14000 horizon way, ste 200', 'city': 'mount laurel township', 'state': 'NJ', 'postal_code': '08054'}"
837,08f262c7406e2b1603270aac987bf79c,937,GUtKfpiIf8V0iSMi9bprVw,0.48719999999999997,tie,0.59,0.59,johnson auto sales,johnson auto sales,dale's auto care,base,0.0,0.3333333333333333,"['car_dealer', 'used_car_dealer']","['used_car_dealer', 'automotive']","['auto_repair', 'automotive']",tie,0.333,0.333,"{'address': '1221 s oak ave', 'city': 'owatonna', 'state': 'MN', 'postal_code': '55060'}","{'address': '1221 s oak ave', 'city': 'owatonna', 'state': 'MN', 'postal_code': '55060'}","{'address': '2602 s vista ave', 'city': 'boise', 'state': 'ID', 'postal_code': '83705'}"
838,08f28d5c2514405b031f6182d071dff0,10948,kNK3tjrKa6e_Tf9c9WWehA,0.41400000000000003,tie,0.34,0.34,mark a hammer & associates,mark a hammer & associates,suave nails,tie,0.0,0.0,['personal_injury_law'],['personal_injury_law'],"['beauty_&_spas', 'nail_salons']",non_base,0.525,0.497,"{'address': '4301 s pine st', 'city': 'tacoma', 'state': 'WA', 'postal_code': '98409'}","{'address': '4301 s pine st ste 307', 'city': 'tacoma', 'state': 'WA', 'postal_code': '98409'}","{'address': '4013 n market st', 'city': 'spokane', 'state': 'WA', 'postal_code': '99207'}"
839,08f266694b7326a903fae35f59d22a22,32647,Fi2eAZcUwhld3tfWYF0nyA,0.6092000000000001,tie,0.68,0.68,american house cedarlake,american house cedarlake,american cleaners,tie,0.0,0.0,"['retirement_home', 'landmark_and_historical_building']","['assisted_living_facility', 'hospice', 'health_and_medical']","['dry_cleaning_&_laundry', 'laundry_services', 'local_services']",tie,0.5030000000000001,0.5030000000000001,"{'address': '14800 s van dyke rd', 'city': 'plainfield', 'state': 'IL', 'postal_code': '60544'}","{'address': '14800 s van dyke rd', 'city': 'plainfield', 'state': 'IL', 'postal_code': '60544'}","{'address': '4237 s state route 159', 'city': 'glen carbon', 'state': 'IL', 'postal_code': '62034'}"
840,08f2748c567756cb03490bd76febdb5b,57832,9gU9waGZhzOOpUy78O_YBQ,0.33240000000000003,base,0.08,0.26,ichiro clinics peak performance integrated medicine north office,ichiro clinics,mr brakes,tie,0.0,0.0,"['chiropractor', 'health_and_medical', 'naturopathic_holistic']","['massage', 'chiropractor', 'beauty_and_spa', 'health_and_medical']","['oil_change_stations', 'wheel_&_rim_repair', 'automotive', 'towing', 'auto_repair', 'auto_parts_&_supplies']",non_base,0.44100000000000006,0.42100000000000004,"{'address': '4150 e beltline ave ne', 'city': 'grand rapids', 'state': 'MI', 'postal_code': '49525'}","{'address': '4150 e beltline ave ne ste 3', 'city': 'grand rapids', 'state': 'MI', 'postal_code': '49525'}","{'address': '26671 gratiot ave', 'city': 'roseville', 'state': 'MI', 'postal_code': '48066'}"
841,08f2ab24336c88330344df7c24d6849c,57832,9gU9waGZhzOOpUy78O_YBQ,0.38280000000000003,base,0.24,0.32,pharmacare drugs pharmacy,pharmacare drugs,mr brakes,tie,0.0,0.0,"['pharmacy', 'medical_supply', 'family_practice']","['pharmacy', 'drugstore', 'retail']","['oil_change_stations', 'wheel_&_rim_repair', 'automotive', 'towing', 'auto_repair', 'auto_parts_&_supplies']",non_base,0.4770000000000001,0.45000000000000007,"{'address': '6048 rawsonville rd', 'city': 'ypsilanti twp', 'state': 'MI', 'postal_code': '48111'}","{'address': '6048 rawsonville rd', 'city': 'van buren twp', 'state': 'MI', 'postal_code': '48111'}","{'address': '26671 gratiot ave', 'city': 'roseville', 'state': 'MI', 'postal_code': '48066'}"
842,08f2986b96d887a503e5806f5b046677,17769,AWu5Dbzo3Angsmcs3qvHsw,0.5608,tie,0.63,0.63,smartstyle hair salon,smartstyle hair salon,shear pearl salon,tie,0.0,0.0,"['hair_salon', 'beauty_salon', 'barber']","['hair_salon', 'beauty_and_spa']","['makeup_artists', 'nail_salons', 'waxing', 'hair_salons', 'hair_removal', 'beauty_&_spas']",base,0.401,0.457,"{'address': '5198 boulder hwy', 'city': 'las vegas', 'state': 'NV', 'postal_code': '89122'}","{'address': '5198 boulder highway', 'city': 'las vegas', 'state': 'NV', 'postal_code': '89122'}","{'address': '2005 sierra highlands dr, ste 109', 'city': 'reno', 'state': 'NV', 'postal_code': '89523'}"
843,1125899911494494,564,D5DBDShzSVx_gQtdIbOqZg,0.5324000000000001,tie,0.67,0.67,chillicothe storage,chillicothe storage,public storage,tie,0.0,0.0,['self_storage_facility'],['self_storage_facility'],"['self_storage', 'local_services']",tie,0.32600000000000007,0.32600000000000007,"{'address': '982 eastern ave', 'city': 'chillicothe', 'state': 'OH', 'postal_code': '45601'}","{'address': '982 eastern ave', 'city': 'chillicothe', 'state': 'OH', 'postal_code': '45601'}","{'address': '7430 madison ave', 'city': 'indianapolis', 'state': 'IN', 'postal_code': '46227'}"
846,08f2a84624286ae503ebf72dcf1acf6a,3959,mDgePM_zCK1dyTmozZM56w,0.5244,tie,0.55,0.55,western union,western union,red lion surgicenter,tie,0.0,0.0,[],[],"['general_dentistry', 'dentists', 'health_&_medical']",base,0.45300000000000007,0.486,"{'address': '716 clairton blvd', 'city': 'pittsburgh', 'state': 'PA', 'postal_code': '15236'}","{'address': '720 clairton blvd, rte 51 plz', 'city': 'pleasant hills', 'state': 'PA', 'postal_code': '15236'}","{'address': '240 geiger rd', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19115'}"
847,1125899913121350,622,qQcAJDLelexcAZOcdPnsEA,0.4552,tie,0.59,0.59,altima dental centre at first canadian place,altima dental centre at first canadian place,a family dental care center,tie,0.09090909090909091,0.09090909090909091,"['cosmetic_dentist', 'general_dentistry', 'pediatric_dentist', 'dentist', 'health_and_medical']","['cosmetic_dentist', 'general_dentistry', 'pediatric_dentist', 'dentist', 'health_and_medical']","['cosmetic_dentists', 'health_&_medical', 'endodontists', 'dentists', 'orthodontists', 'general_dentistry', 'oral_surgeons']",base,0.189,0.253,"{'address': 'first canadian place-concourse level, 100 king street west', 'city': 'toronto', 'state': 'ON', 'postal_code': 'M5X 2A1'}","{'address': '100 king street west, unit c13', 'city': 'toronto', 'state': 'ON', 'postal_code': 'M5X 1B8'}","{'address': '1008 fayette st', 'city': 'conshohocken', 'state': 'PA', 'postal_code': '19428'}"
849,08f2baa449036a0a03401274610ccf4b,730,feVi5a5xZaahs4WsUfi1tw,0.43160000000000004,tie,0.55,0.55,pharmaprix,pharmaprix,cvs pharmacy,tie,0.14285714285714285,0.14285714285714285,"['pharmacy', 'cosmetic_and_beauty_supplies']","['pharmacy', 'retail']","['shopping', 'drugstores', 'food', 'convenience_stores', 'health_&_medical', 'pharmacy']",base,0.218,0.254,"{'address': '5987 rue de verdun', 'city': 'montréal', 'state': 'QC', 'postal_code': 'H4H 1M6'}","{'address': '5987 avenue de verdun', 'city': 'montreal', 'state': 'QC', 'postal_code': 'H4H 1M6'}","{'address': '3771 tampa rd', 'city': 'oldsmar', 'state': 'FL', 'postal_code': '34677'}"
850,08f60a25956e9c320317e10b8046f3c8,29163,Sf6I1wpzVAZFxCQSAUkbZA,0.4788,tie,0.42,0.42,public&location name 321233,public&location name 321233,united family association thrift shoppe,tie,0.0,0.0,[],[],"['shopping', 'thrift_stores']",tie,0.5670000000000001,0.5670000000000001,"{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '5156 hollister ave', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93111'}"
851,08f44d070a20622d0317f7856d1512a3,15,MUTTqe8uqyMdBl186RmNeA,0.5224000000000001,tie,0.67,0.67,best nail bar,best nail bar,tuna bar,tie,0.0,0.0,"['beauty_and_spa', 'nail_salon']","['nail_salon', 'beauty_and_spa']","['sushi_bars', 'restaurants', 'japanese']",non_base,0.30100000000000005,0.253,"{'address': '595 king st', 'city': 'charleston', 'state': 'SC', 'postal_code': '29403'}","{'address': '595 king st ste 128', 'city': 'charleston', 'state': 'SC', 'postal_code': '29403'}","{'address': '205 race st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19106'}"
853,08f2631896ac2896035e96180621ba9b,88413,RXW3WsOBAkspYaJ96GRQUg,0.334,tie,0.22,0.22,subway,subway,k soho salon,tie,0.0,0.0,"['sandwich_shop', 'restaurant', 'fast_food_restaurant']","['sandwich_shop', 'restaurant']","['beauty_&_spas', 'hair_salons', 'massage', 'nail_salons', 'day_spas', 'barbers', 'skin_care']",base,0.46900000000000003,0.505,"{'address': '205 6th ave se', 'city': 'aberdeen', 'state': 'SD', 'postal_code': '57401'}","{'address': '205 6th avenue se, suite 100', 'city': 'aberdeen', 'state': 'SD', 'postal_code': '57401'}","{'address': '715 s howard ave, ste 100', 'city': 'tampa', 'state': 'SD', 'postal_code': '33606'}"
855,1125899912398662,626,zaaX5EzJDNxhzIFywyxYKg,0.5008,non_base,0.53,0.17,atp flight school,atp,wesley chapel florist,tie,0.0,0.0,"['vocational_and_technical_school', 'specialty_school', 'automotive', 'education']","['specialty_school', 'education']","['florists', 'shopping', 'flowers_&_gifts']",tie,0.4570000000000001,0.4570000000000001,"{'address': '1624 aviation center pkwy', 'city': 'daytona beach', 'state': 'FL', 'postal_code': '32114'}","{'address': '1624 aviation center pkwy', 'city': 'daytona beach', 'state': 'FL', 'postal_code': '32114'}","{'address': '2653 bruce b downs, ste 108', 'city': 'wesley chapel', 'state': 'FL', 'postal_code': '33544'}"
856,1970324840307761,34661,Zo2tRIvtAfoENtbw2USoYg,0.4104000000000001,tie,0.26,0.26,ways2well,ways2well,2400 briarwest,tie,0.0,0.0,"['wellness_program', 'health_and_medical']","['wellness_program', 'health_and_medical']","['real_estate', 'home_services', 'apartments']",tie,0.6360000000000001,0.6360000000000001,"{'address': '3831 golf dr', 'city': 'houston', 'state': 'TX', 'postal_code': '77018'}","{'address': '3831 golf dr', 'city': 'houston', 'state': 'TX', 'postal_code': '77018'}","{'address': '2400 briarwest blvd', 'city': 'houston', 'state': 'TX', 'postal_code': '77077'}"
857,08f26e3036354530039a96a9e4dcc0d4,209,tSFXJ0GFl5iUdy021YgWLw,0.4228,tie,0.54,0.54,woodfire grille,woodfire grille,mad griddle,tie,0.0,0.0,"['steakhouse', 'restaurant', 'american_restaurant']","['steakhouse', 'food', 'restaurant']","['arts_&_entertainment', 'nightlife', 'jazz_&_blues', 'restaurants', 'pizza', 'southern']",non_base,0.247,0.227,"{'address': '777 kansas star dr', 'city': 'mulvane', 'state': 'KS', 'postal_code': '67120'}","{'address': '777 kansas star dr', 'city': 'mulvane', 'state': 'KS', 'postal_code': '67110'}","{'address': '2127 e 10th st', 'city': 'indianapolis', 'state': 'IN', 'postal_code': '46201'}"
858,2251799820039754,29238,bCuerAupbA6RytDqPkSyQw,0.5488000000000001,tie,0.61,0.61,jaibaji plastic surgery,jaibaji plastic surgery,santa barbara plastic surgery center,tie,0.0,0.0,"['plastic_surgeon', 'surgeon', 'tattoo_removal', 'doctor', 'health_and_medical']","['plastic_surgeon', 'surgeon', 'tattoo_removal', 'doctor', 'health_and_medical']","['cosmetic_surgeons', 'doctors', 'plastic_surgeons', 'health_&_medical']",tie,0.4570000000000001,0.4570000000000001,"{'address': '1001 b avenue suite 108', 'city': 'coronado', 'state': 'CA', 'postal_code': '92118'}","{'address': '1001 b ave ste 108', 'city': 'coronado', 'state': 'CA', 'postal_code': '92118'}","{'address': '222 w pueblo st, ste a', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93105'}"
860,1125899913131782,10501,qmUPdr87_UjQBIQR0oOCKg,0.4932,tie,0.54,0.54,waterman pool filling service,waterman pool filling service,cioffi's towing service,tie,0.0,0.0,['pool_and_hot_tub_services'],['pool_and_hot_tub_services'],"['community_service/non-profit', 'automotive', 'auto_repair', 'local_services', 'towing']",tie,0.42300000000000004,0.42300000000000004,"{'address': '934 stillwater rd', 'city': 'stillwater', 'state': 'NJ', 'postal_code': '07875'}","{'address': '934 stillwater rd', 'city': 'stillwater', 'state': 'NJ', 'postal_code': '07875'}","{'address': '309 chapel ave w', 'city': 'cherry hill', 'state': 'NJ', 'postal_code': '08002'}"
